Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Bwd Packet Length Max,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Destination Port,Label
53090.47443032654,14.79594278077333,9.47721613218683,4612.2480854738715,3990.281255098311,870.0627431124881,1686.202098984491,1399.7627267290486,12.172287616623574,6896.144978472071,8080,NORMAL
49650.115095030385,13.046883651983412,5.938349746561103,5032.074327557187,5941.675333726901,1467.7485316874008,1256.1676609766869,2654.3611760942576,10.640094843558979,5585.42108857169,443,NORMAL
67246.96649761108,7.936647115523707,7.6365315102927624,4561.9326338695355,6254.950413044946,1735.7746245002875,1516.6487872701368,2611.55897661565,8.747093966716342,4760.3218407279255,80,NORMAL
49889.07996051398,12.45397629777201,9.637816612694568,5864.982185066224,7491.310455093783,1406.3561640183875,1446.385499428839,1704.468476465912,5.851826547088846,5335.29577911956,8080,NORMAL
31327.348074082518,12.90086993603445,7.665727831674328,3925.672027138263,7099.466816137044,1051.5213665963684,1515.8032957269445,1359.0835934950169,10.587080509806036,5025.492917046876,8080,NORMAL
56213.46739969102,7.36097855975609,9.101485383065095,3624.1443980828326,7651.583707316243,1403.6994840678308,1286.0426992603318,2831.510861847697,8.57180354202802,5143.9508755890265,22,NORMAL
36189.55396846225,7.140527485734724,6.337357181748768,5316.0781921536145,7897.845791764283,1547.0337428113144,1257.7339592059834,2745.905216602279,13.122347126163735,4065.9197937988442,53,NORMAL
70958.4350180916,12.914032853624445,5.889796739466631,6711.300515310464,9097.02456210162,1580.8715625880025,1481.5396363309108,2679.7007167094366,10.597759143771304,5079.261268544949,8080,NORMAL
56554.03829850237,5.646342351220193,8.36112187639494,5702.114139176752,9969.441696497384,986.0385450453653,1313.0755450697916,1776.4799567688906,10.566677286448263,6055.601667365121,22,NORMAL
51764.415552772254,11.22306921051153,6.375685738931866,6620.1116050064375,5856.602738968613,1568.4188133915843,1294.2382942562292,2696.82340913803,8.201600312316364,3600.8565339535767,443,NORMAL
48950.32292436376,7.114712737680394,6.096142304647493,5706.850985677693,8619.273230220835,1487.9516059035905,1426.0136548682167,2360.1378322528763,6.930216357604962,5869.038154992548,80,NORMAL
42206.24674739883,10.10740780010752,4.917284689977043,5771.517940987039,5897.405309653473,1532.9099239882871,1434.167946848549,1402.5813734838912,10.991770968853588,6010.672853038374,22,NORMAL
42432.049114305395,15.416250539259341,9.320977964691394,6569.719587420859,7621.987255703233,1563.8407036441267,1358.946015234339,2373.326126760735,6.1010055074409735,4614.2917829237795,443,NORMAL
49011.10346808857,7.015430942597376,9.516131412347937,5889.749042814068,7966.376306353513,1602.3814132984758,1747.0253200509405,2118.172441145517,4.9727603204050155,4545.340949115916,80,NORMAL
392.5576186847229,875.8844880993323,0.0,149493.67333788893,0.0,1492.51565269263,4.125567465300891,497489.776700567,1658.9826803563114,42.07519728855722,443,DoS
46303.89663956366,4.6536547540455135,5.705868800561847,4836.050177850715,6884.953877513452,1688.19652947558,1220.881379742581,2547.0658380416335,4.985676817780755,4398.651240572247,22,NORMAL
2931.7047752484577,5.527026106667391,5.279843205832015,281.40898068884263,109.29179980876168,133.12360824357233,64.45693467078883,201.79205811653458,5.377867146204058,394.0641413304463,3389,BruteForce
47691.33626155231,7.01823721247382,9.371116726434368,6911.663885457772,7201.014564893714,1280.840977862449,1275.2491516515038,1685.1829812352398,10.187954144483346,5585.006773843028,53,NORMAL
58396.63864431189,7.912571168121503,6.635956370271897,3766.328344490751,13072.571118078871,1560.200440804476,1521.3312437206196,1401.6014148242011,8.448433623392432,5026.787577927428,443,NORMAL
50012.054753622244,13.002461493305242,4.557905748740675,4119.050590002445,5035.744801090039,1365.7458545405755,1356.519153538717,2505.384518505815,12.645662764579276,2591.673703829281,53,NORMAL
32741.932712094032,11.036861033954338,3.3570293158448434,6080.621208954168,6320.878278231116,1444.4573171991822,1455.2813307034726,1825.8313692604972,8.049442857177345,3897.568125177398,8080,NORMAL
41944.73317489479,11.630572997650084,7.640088901639251,3319.102714355773,4503.403278436732,1320.2725372371701,1255.8647399439135,2288.427120066662,6.922137566772717,5808.8633781717535,22,NORMAL
32974.1639576216,4.358693367810756,6.32310349820485,5225.325179540505,5657.746871926283,1425.1338400523687,1598.7601680240812,2271.4440206659156,13.161149171646478,5016.175667788117,53,NORMAL
46647.55918131973,11.39340240917068,6.953832006610681,5293.681189959618,8189.239795569535,1476.4878139946118,1415.5939389655919,1387.1122511716133,10.893250241708106,5522.173800958323,443,NORMAL
51733.416643704084,8.15516769245187,11.56783721321497,5630.305916457426,11017.0110600246,1224.7890224850962,1700.9116931634853,2510.881010855929,7.359004626830531,5497.504235143555,53,NORMAL
63641.40429973844,8.625330912230497,8.058348853536192,4782.467221626667,8734.933706670037,1641.5336009853722,1342.9466948902693,2034.530377183122,13.119035887292547,5434.791936096697,22,NORMAL
41107.59171771676,6.502077442958617,6.559674192640362,4562.933513306385,2981.6294780542094,1395.1130766876004,1248.9501686120525,1860.0874120557196,13.259443441239316,4733.748523218112,80,NORMAL
61267.05136827583,10.349524157427613,7.599730891543725,5674.499198434571,7706.510854210328,1279.626385050439,1577.988171461043,1195.4714997064639,8.424576243865566,3132.4822952285995,22,NORMAL
56458.904202758924,12.324808321325422,9.786008736399424,3412.443252321725,5584.692788048549,1333.6910502855997,1419.5364146970855,1769.5532377105458,6.424212074180916,5064.742258235841,80,NORMAL
47819.541046076265,8.19848009375811,9.704882529642685,5185.9612535607985,6671.129496833155,1542.7469212346152,797.1117789092258,1526.610439354835,9.017720618778275,3939.178674099049,8080,NORMAL
45569.559788715174,12.792662148375513,6.53523450880984,7626.289255195228,10509.007719681425,1515.6565020253104,1472.3080679861853,1382.0002166274849,14.558439059742907,3641.8407685286093,80,NORMAL
48271.54325185889,13.303658742183126,8.919252074431737,4478.733402676414,6438.113304105695,1522.6687913237042,1541.3591684381643,1550.7749670485655,6.08812697343401,4911.540836843518,8080,NORMAL
64401.17215449473,5.3648307777806945,6.459761785536493,4630.5828287136355,10230.335788052102,1630.5851908978584,1430.578848947035,1946.4946892575656,10.092060688050765,5098.210405432862,53,NORMAL
41466.005259608886,8.417207972262847,7.580094432717761,4315.537798750764,7756.574041969532,1343.111246958021,1202.7589173817828,2300.3570815807743,7.8526761097224815,4167.037109444431,22,NORMAL
43882.403604954154,10.6097431939162,9.977845834284146,3272.740509061092,9413.587011861213,1442.8747295299818,1501.4075779271,1865.3546558558833,9.102774649157453,4750.221138348603,80,NORMAL
59126.2032254044,10.993668279579628,4.0783097170636164,4167.180620115798,7514.2161993656255,1536.3429789736504,1573.2121277560416,1713.267731666188,12.670503507134224,2974.880504453282,22,NORMAL
54283.420506607246,10.107529884574149,7.6643291352391385,4312.477577504239,7401.795498980459,1637.3629188305706,1300.7120755762612,2694.018697343964,7.167542580263884,6794.629157795498,22,NORMAL
43942.850769966615,6.984054622008293,7.211683806947852,4321.379382463118,5643.05676816294,1371.5255194865151,1153.3154011455524,1738.630458876353,13.049626906722022,3782.602546586053,443,NORMAL
53142.47332595274,7.779303242353874,6.362095110052558,5152.569248740934,6328.664383238455,1594.8845478331423,1491.8109988934846,2168.4567299001374,13.34020909763168,6198.348155514571,8080,NORMAL
70024.27467644797,15.499342445195348,3.936352887355718,3533.488415254111,11031.064793507343,1751.556310610276,1292.0641632200866,2506.1169901357553,11.82686672551736,5948.351972294267,8080,NORMAL
48584.70362662153,8.971846669365567,12.061091446448405,4733.431563696279,4341.802530541551,1280.4119403975965,1508.1127153101922,1244.597326829811,11.500417520957367,3585.276949066305,53,NORMAL
51409.8269961206,8.368049759881949,9.488458239123194,5711.4149692046385,8256.390163552249,1264.5770669335336,1317.878964290893,2173.8530792066454,10.597796630602135,4949.02208971701,53,NORMAL
50352.63551971729,3.513903100217684,9.862023709738208,4817.54999712573,8879.556115469644,1240.3275389095536,1162.6951955149875,2049.964520201086,12.368751885612133,6191.869369794334,80,NORMAL
54705.09847378557,8.935958920207726,6.75571809085573,2213.8523122194656,7569.678253609949,1601.2247328103704,1532.0884916913556,1593.987051020497,12.574116630217151,6141.663859243165,443,NORMAL
50128.28643543685,8.754725989824014,8.692293887904803,3775.890707023225,10391.894401312387,1461.5275417525538,1447.2900626995272,1115.00102851976,11.781588223092866,5881.915519907956,53,NORMAL
54158.36836286061,6.064789923264627,8.049251977113594,3359.7844113742203,9489.059847966928,1668.1900844820582,1288.1338043894743,1474.2067975860928,11.918097096205855,4927.0654837364455,53,NORMAL
56454.841811410755,11.694328792942452,8.776548509852867,5807.429850295599,9972.937187982005,1609.8232278587768,1376.0115826206645,2264.1283714586043,10.92056663667466,3660.910930975316,53,NORMAL
42647.989652367534,13.518903097492798,10.840801846259712,3542.088931830672,8374.462153730588,1381.1396355079144,1355.3043354396589,1842.8026723295877,5.01942352081925,5264.4387427405645,443,NORMAL
1902.4567127697844,7.801262622816708,4.1113177538821,305.6145079264668,156.68086371502022,101.45527914237158,68.15095572505928,277.58663249761133,5.496977997379518,395.2421570173798,3389,BruteForce
27987.565265490815,8.255670740971729,8.163793350401582,3758.7883440580504,10398.451268979199,1343.9503356146697,1702.9408551016602,2294.102756199287,3.643131543357967,4002.228332999148,22,NORMAL
70884.42772869926,12.137513326276482,8.431091270019904,4748.650720358308,5027.104724199166,1686.849504811183,1034.8667466576821,1162.1674161759813,9.333207947027194,4305.083955811664,443,NORMAL
54048.23408808268,12.838731014845942,5.205889953706054,5046.16237177802,9694.600961148466,1507.9335755926222,1542.6008021158038,1816.974428878829,8.775471907137605,4393.040278041625,8080,NORMAL
54086.073077017674,9.8497582034306,8.037555446775894,5025.8665102883,10162.74133361192,945.7010469673752,1276.4571045990667,1813.9825639477526,12.809451331961354,6868.08192290342,443,NORMAL
37723.20035543943,9.55381123654782,9.363962338645294,5816.259719382653,7708.131609590826,1523.7465874870416,1215.8483924350062,1580.0608774086586,14.42373248597519,6106.067941751011,8080,NORMAL
54136.16257571681,11.318457483987295,5.4874279171861495,5439.300036738925,6048.978827398963,1670.0532791329497,1333.3033777124185,2328.60717820356,11.135192977975759,4387.376306472115,8080,NORMAL
47803.3054764904,11.369494105751938,12.845111149191888,4429.659487566015,4041.0808480464634,1643.0656263615754,1435.5088983047756,1923.253709935087,7.957601658782485,4185.2334476498745,22,NORMAL
35519.86099583756,10.067051664899097,5.679326287799697,6393.495297047523,11144.252672944289,984.9058992621331,1113.099546772471,1555.3840920252685,5.703488524679184,4652.556381088698,443,NORMAL
57769.367029315166,15.672521260117495,9.288512361621583,7150.388392817886,7352.9169198831705,1287.0044032752064,1328.0843533549041,1573.4344938150991,8.984302793641318,5487.541095660975,8080,NORMAL
32445.621026892903,13.609638346876856,5.332066738024217,4073.011818025482,11502.367026024258,1655.2630056352148,1487.7145612335798,1332.6534722916422,10.36912688035966,5126.15409347249,22,NORMAL
1930.6139762447553,6.04398785538778,5.180569257065769,345.6911707606686,191.44300547802243,102.65106194610108,88.2242612961299,290.6232635209311,5.564964378331081,283.44095030676453,3389,BruteForce
50180.47252468224,8.91788649865128,5.86628031667539,3947.6279775640514,10328.742606833874,1237.088330670144,1447.98222205198,1844.1793695316549,6.53213147508784,4828.375116750468,443,NORMAL
55377.68190368484,6.1256333065391075,6.829628294801431,4781.461745997784,7257.744018808421,1387.9816644680623,1600.540154879588,2550.4038818903286,8.630092613763992,6073.534340718861,22,NORMAL
38483.188909656565,11.755210607375115,10.713599370982958,7057.144648955899,11360.123049604503,1447.4523565527381,1137.2613337683304,1785.0569283714326,4.4807048922682,5373.342399778002,22,NORMAL
49125.64671222819,12.321631520328467,10.579187239249517,5976.227085996571,9016.22973435525,1515.719869101536,1627.6240601171974,2236.844375974866,10.57261247723261,4777.386039950784,22,NORMAL
31792.397221979838,8.64587430675597,5.522068110390325,5064.905515592786,2729.113828593726,1637.369698318627,1182.1526657962784,2029.8769264737994,11.600006335056854,3044.5084646117803,80,NORMAL
50669.90717224872,7.04067850270226,10.863778127549027,4816.417710506841,10099.374038018392,1610.4960087631748,1553.886647327457,1445.9089183203685,7.8540771873150685,4489.346887995063,80,NORMAL
64141.8728833109,2.265121449578409,7.9953853092030505,4531.484284614487,10045.851006705388,1503.5729055979987,1425.693977085052,1576.7006520528198,14.103648116773744,5317.854335621799,443,NORMAL
45602.689417258254,10.992351419614709,10.41817279602801,5072.267909768898,9347.088324617634,1577.6542423390067,1826.4976990233376,1747.702421673863,12.833748041013688,5627.808370167894,53,NORMAL
41217.367471765334,7.623989277714267,5.249358635881958,5087.3414560250485,7378.730159714649,1294.0020965556005,1554.377044464612,2077.7599695298572,11.19370982298497,6113.853028327566,8080,NORMAL
44477.76955719029,5.190349460157711,7.414967612901316,5962.217701399483,6960.9312072708835,1415.317361462768,1218.784467976488,2343.1612153560777,9.955080914319243,5538.841093419875,22,NORMAL
32739.893813332335,6.289140224671464,7.794336987361418,6583.389953426998,4814.524483051853,1294.2629895715486,1272.740017845267,1904.6265622944836,9.476740861501742,3555.617352051415,8080,NORMAL
2053.8769879272395,6.807355939460911,2.9521742762507484,336.5994492825262,186.89563687043844,96.11666001967369,73.48870103983263,272.3046257488575,7.107235918836518,409.728768231863,22,BruteForce
55560.22096842291,8.44609810235047,10.862039560250512,5133.9078690449505,12431.041398062349,1143.4068211093718,1049.3860864058765,2658.5069097205146,6.048242993116834,4758.920563895465,22,NORMAL
40516.51995775799,4.8547199584523835,7.6600416275781384,4553.0816377139845,2725.780661561561,1014.649892317502,1481.3973091091138,2286.95918988243,11.949873580810632,3703.0372031224297,80,NORMAL
42952.71564389116,12.42862566475882,9.360605784120953,6149.418076272021,5249.681701909238,1316.5012070723385,1605.8476749226938,2198.1754596225746,15.796428838344877,4544.996665728457,80,NORMAL
63510.72892413139,9.550365899433496,11.122045860895918,2595.4816153936863,6569.904404406361,1481.4660288275982,891.4836439160836,2148.2285815880323,7.6822341041972155,6564.667326041437,53,NORMAL
53889.78729352184,9.650534942106896,7.218001116952722,4639.514773292795,7870.963457320016,1349.45738862375,1406.7390330010999,2035.5759059278157,10.546197284172706,3867.933852748365,80,NORMAL
50578.640474267566,9.872654412964732,10.277277899374269,5664.105499509908,7293.118453821532,1612.8121246254088,1758.7100161165613,1937.2586091661078,6.1498429137322805,5322.792955411556,22,NORMAL
44707.989901884874,13.919662203203501,5.6052046273994,5942.101316419575,8576.174750626182,1282.565455768693,1134.4389574171055,2479.7572978127887,8.796913673875398,5843.116212041343,8080,NORMAL
45387.32949501693,7.381716787634385,8.341151162954045,4095.86862600807,10802.093015989369,1494.0641021168433,1231.2409084187893,2562.6071090753753,6.278009389046234,3871.660887702712,80,NORMAL
59955.8151400203,9.358689255812953,9.09950244329017,4280.59462688959,8430.80621866789,1247.9575848105953,1250.4259421686274,1960.3874631981585,10.819012818242014,6042.409981502957,80,NORMAL
62058.18420716043,5.21747102419719,9.05385706208213,6543.00086525739,8391.708011035653,1511.5079996013226,1422.5244217092347,1952.3819589901404,9.838577780129347,4814.879916694918,80,NORMAL
42271.22332176391,6.961943309894521,10.382470390361483,3516.731009551555,8102.752171360362,1749.0342759315513,1705.423300996123,2177.11029642944,5.514743918669074,4199.388925019309,443,NORMAL
40330.23856870787,9.703837316632981,2.9435097993725714,6710.658672590986,9162.13636689722,1595.6415627664646,1472.074795063457,1741.8298093189971,11.69015617364908,6459.561379694376,8080,NORMAL
47850.78969711265,6.316514301829024,8.581160695749075,3735.5447410741563,4669.685695851442,1575.7958176208406,1420.9369450084328,1169.955479356429,12.24166710127454,4571.01808873306,443,NORMAL
66232.56690528055,8.291109770360867,8.058208134296823,4618.413302692363,7727.999351619315,1240.4156059785334,1403.5760530019297,2037.600005330445,9.226705732392727,4878.847976667162,443,NORMAL
47865.52848288153,13.852314085536692,9.283250464882418,3461.717057869364,7748.884958580945,1254.8242749311778,1346.592258859151,1226.9631551579544,10.522427900409264,5363.4756791641685,53,NORMAL
40746.07742357044,8.183033099468103,6.998491162618593,4590.698111766038,9099.695671359987,1604.6246552140137,1230.5879391895892,3060.78041352559,8.417841022063415,5537.902566406774,22,NORMAL
57445.8639847313,14.29623581171369,8.643442744031598,5113.294427292536,8392.193880457471,1340.561156809036,1361.92210361791,1884.9190018248437,10.534759073816701,4884.273964577161,53,NORMAL
44887.843235688146,10.63362819767337,5.129262345906222,5563.714722428929,8914.197587309576,1343.6973085625596,1500.6156301145886,1767.8598698303254,11.192439242534622,4263.364071840068,53,NORMAL
46267.31754058686,11.526289993147913,5.56439338935483,5338.487802104273,6450.635625898918,1572.0996603122894,1551.6848510959112,1956.1433754296077,9.710628755322167,4406.259988451916,8080,NORMAL
45799.722727058375,14.904588553481041,6.355994959770184,3149.1642368685807,8313.995981919175,1575.31016490223,1375.6594521618654,1844.9828809213416,16.4724734376639,4350.39494633702,8080,NORMAL
38774.551937555865,6.787994885750209,10.198146125107932,5187.147486877334,4351.033354185089,1921.9890334647373,1299.8474569927819,1314.9488381540325,11.808114804359175,4683.4931742593235,8080,NORMAL
54147.72890788791,9.156362613135135,8.914425272423973,5403.34496767854,5606.393688040884,1342.4652996534344,1618.5515053803317,1637.2901325517284,9.071169662478537,6074.329983191024,443,NORMAL
42219.05214167286,9.23021549263143,9.254745340374845,5428.815887601782,9300.880853813147,1395.1604595935187,1550.0988803172354,2662.8761067504665,7.052540959096332,5342.596792982999,53,NORMAL
52063.617713254505,10.718400966341305,9.751947675825159,5091.650077601142,7051.462359476529,1414.5848792652478,1602.765825109998,2109.3971426675016,8.260249999443714,3333.2939021493858,53,NORMAL
69435.28881122197,7.197983493811857,5.627555476977914,5953.64895982703,8329.166190152155,1311.619631200471,1299.2134976220577,2228.151400224799,10.013351216079014,4340.89567783165,22,NORMAL
63863.493972628436,6.322323209680162,8.043946591926433,4705.21249675192,4572.089125809013,1323.2358897435158,1400.082152675185,2015.624819894499,9.820381749745868,6162.884558801778,8080,NORMAL
39608.888316322606,10.086546684379554,11.643790631852042,7157.835072079892,3651.8672206138563,1492.8600612843782,1505.0314997522662,1524.1072192241961,9.409257033113457,7199.179131788771,443,NORMAL
59039.34841086195,13.409366722974536,8.657069507827897,4752.881757412135,11476.36223015268,1130.3596614593894,1382.4296157139781,1438.5951093658368,11.908470617552826,4523.844604864084,8080,NORMAL
44468.2275465273,7.238250322490567,8.611720541504075,4178.175541372229,5520.922254485946,1329.4887947679404,1392.2387130599807,2103.574294843351,9.18753247053542,5721.873293468922,80,NORMAL
49545.88782067762,12.886631735743293,9.858379123095421,4564.5259519618285,10021.201705767136,1652.4448424004265,1656.6669992217617,1889.6103450318872,5.126278829796427,4305.098586880687,443,NORMAL
32068.93547465423,12.1118940303827,9.80949960651765,6581.515118731809,9323.18081420643,1249.7093146717489,1696.532617018762,1912.5329075117484,5.351262561136753,5805.961169482741,80,NORMAL
64769.34426118275,7.51203887691589,10.917959633663678,3879.554140925568,7569.400829102778,1502.8521315366288,1514.7921635245868,2100.852900713485,10.445812594382035,5368.779292871748,22,NORMAL
41741.67226761952,8.246519701616805,8.863710986923232,4938.241076303645,10943.338826046493,1368.2695995263773,1309.0438024152486,2359.810113399502,16.570644174129505,5339.275780348053,53,NORMAL
51795.81781939598,5.532147206679346,4.914355701925575,5097.794782819675,8775.573653779822,1349.5505125304128,1516.2809197139736,1973.126506187589,8.9488954882383,5493.391324150544,22,NORMAL
41233.02914380707,6.131853732689821,6.1142583292206165,5396.3381616601255,9513.02920630296,1221.4884397589722,1477.0908244285647,1760.2990013038595,12.646690000910283,5246.788392783715,443,NORMAL
66.3616537504807,1.0,0.03464542397786862,44.3062137960693,0.2577659370711937,45.04779198441171,0.0,485.428309751801,10431.876195305373,7.368235434333678,33455,PortScan
28781.451009914053,8.965050514128798,6.004487441786131,5176.763699972207,9267.394294926557,1109.2135989329308,1739.2381221738224,2360.0344613902585,10.647912572743694,3482.6873247871054,8080,NORMAL
32412.605135768856,8.400987754520997,5.416385092665768,4819.5614646493,7393.148743030712,1230.6784793240104,1128.0197283741186,1653.0143846987842,6.968892802893473,6055.137130287315,80,NORMAL
57081.08676688591,7.470105066145143,9.181376089688381,5420.798888827516,6301.3659907509755,1584.477446382213,1452.2698779113057,1760.5494676031929,13.57128899466811,5243.1200733609285,53,NORMAL
43725.792655736266,9.163963291481329,9.63869381276509,4993.41741859687,7465.64861286087,1603.311163239357,1490.7916366261034,941.8985044831518,9.505197702656371,5114.418254131827,443,NORMAL
58524.33334796224,7.105320099440847,8.221761005785675,6881.80183264015,7143.059823306769,1256.4933288001212,1149.319228887038,2278.1073437526998,12.460092885262597,4243.23276851226,443,NORMAL
49260.27136405622,11.575507939786505,10.200856884513728,5030.851948510463,9488.439691198317,1335.7150435337062,1402.028477239193,2306.6738830859495,9.603859452531582,3576.026941185264,80,NORMAL
49373.60422672765,11.391169172671344,6.907559169025636,3824.1197953954074,8241.362072915854,1323.512128558053,1640.9887456827926,1782.8561789475852,9.945202233681288,4884.369571555033,8080,NORMAL
2627.3831752070964,5.592666938394817,6.965848308172757,335.3065180490923,282.83583994082915,106.6396619150704,77.90344278522919,309.42428765162026,4.733867228422639,425.97585518582207,3389,BruteForce
49654.49376046036,8.630513171487713,9.016737353443903,3450.0033739813284,9888.262511560468,1301.9900437255199,871.2237188784735,1229.030580485227,8.251732154354515,4831.956942255271,80,NORMAL
102.31915391345746,1.0,0.06727376081059684,42.19235890261504,1.0620689112079418,45.930087439988725,0.13725754581731464,453.91135226563694,8460.80000374173,11.037422263143277,34595,PortScan
51281.0441491079,8.82692599940327,6.068700720785399,4478.456821872432,2760.989833508477,1245.825262248386,1236.6247824575653,2263.736347865557,8.29123362444686,3830.1605990058238,22,NORMAL
53225.04660289905,11.653379812260868,8.208010846297139,4951.4674740217515,5853.899704252353,1879.2802379448337,1490.3052176560018,1249.423510329265,10.907786616202035,3419.9944560618624,443,NORMAL
46075.28893939127,11.979548836313695,9.67629379379432,5653.250945341291,7078.377586565729,1421.8250905530724,1647.1176530421155,1732.040316360862,2.0291848553301772,4608.434300631296,22,NORMAL
29179.012968110128,12.161917694071802,6.161682683051995,7220.351794126492,10552.135393874569,1635.6188936721992,1291.3084269394622,2382.0253908145532,12.617901292087748,4427.199366171984,22,NORMAL
59531.36633913245,8.633972730564063,7.804215189655728,5211.017030222281,8939.874160824307,1607.3555689489003,1441.5966559947312,1771.9185113646715,10.275033031736195,4116.526696850903,80,NORMAL
49368.76986888752,7.275799087720104,5.806096405690738,4082.4216145906694,6751.522752732491,1432.2909329813199,1389.3290013560966,1786.1902178359956,11.975724748183762,6165.078432161788,22,NORMAL
59826.83142769941,3.945297665706411,5.878536752088932,5943.684969803888,7352.797945214734,1773.2199248466538,1424.1630941434275,2213.9072800593194,2.6217118411211864,4786.195268959875,8080,NORMAL
46410.41614820586,4.122455173792069,8.243183079148025,5945.497250221145,7356.986410845296,1204.5359309766523,936.32264273705,1530.1268834445616,10.013831959751093,5018.089482516912,8080,NORMAL
47756.81029121895,14.674884870317344,6.7752002807885745,6232.78427213668,7014.514820668635,1490.1408790537769,1504.818464279227,2311.891217523499,10.527964434778209,5035.019752740203,22,NORMAL
49429.58833147058,1.539493533277927,7.084421294281961,5897.747047624622,6977.053861439802,1776.4237793447292,1232.688295534773,2089.7097889921097,10.4995821616794,4138.627474049368,53,NORMAL
46003.638143853976,10.825006894875433,6.955856191003281,4673.93967754798,6625.859603980274,1784.2995642602987,1708.2463166418027,1538.3181479535842,9.994504185313666,3638.00087886047,53,NORMAL
51950.76925422602,10.295578074716163,8.028159596929168,5228.711325274421,6391.34484175232,1546.5877635597187,1399.1437802866053,1876.489045910972,13.582996628258307,6081.826790230481,22,NORMAL
